id,product_id
veterinary_services,hr_expense.product_product_no_cost
landscaping_services,hr_expense.product_product_no_cost
general_services,hr_expense.product_product_no_cost
heating_plumbing_a_c,hr_expense.product_product_no_cost
electrical_services,hr_expense.product_product_no_cost
masonry_stonework_and_plaster,hr_expense.product_product_no_cost
carpentry_services,hr_expense.product_product_no_cost
roofing_siding_sheet_metal,hr_expense.product_product_no_cost
concrete_work_services,hr_expense.product_product_no_cost
special_trade_services,hr_expense.product_product_no_cost
miscellaneous_publishing_and_printing,hr_expense.product_product_no_cost
typesetting_plate_making_and_related_services,hr_expense.product_product_no_cost
specialty_cleaning,hr_expense.product_product_no_cost
railroads,hr_expense.expense_product_travel_accommodation
commuter_transport_and_ferries,hr_expense.expense_product_travel_accommodation
passenger_railways,hr_expense.expense_product_travel_accommodation
ambulance_services,hr_expense.expense_product_travel_accommodation
taxicabs_limousines,hr_expense.expense_product_travel_accommodation
bus_lines,hr_expense.expense_product_travel_accommodation
motor_freight_carriers_and_trucking,hr_expense.expense_product_travel_accommodation
courier_services,hr_expense.product_product_no_cost
public_warehousing_and_storage,hr_expense.product_product_no_cost
cruise_lines,hr_expense.expense_product_travel_accommodation
boat_rentals_and_leases,hr_expense.expense_product_travel_accommodation
marinas_service_and_supplies,hr_expense.expense_product_travel_accommodation
airlines_air_carriers,hr_expense.expense_product_travel_accommodation
airports_flying_fields,hr_expense.expense_product_travel_accommodation
travel_agencies_tour_operators,hr_expense.expense_product_travel_accommodation
t_ui_travel_germany,hr_expense.expense_product_travel_accommodation
tolls_bridge_fees,hr_expense.expense_product_travel_accommodation
transportation_services,hr_expense.expense_product_travel_accommodation
telecommunication_equipment_and_telephone_sales,hr_expense.expense_product_communication
telecommunication_services,hr_expense.expense_product_communication
computer_network_services,hr_expense.expense_product_communication
telegraph_services,hr_expense.expense_product_communication
wires_money_orders,hr_expense.product_product_no_cost
cable_satellite_and_other_pay_television_and_radio,hr_expense.expense_product_communication
utilities,hr_expense.product_product_no_cost
motor_vehicle_supplies_and_new_parts,hr_expense.product_product_no_cost
office_and_commercial_furniture,hr_expense.product_product_no_cost
construction_materials,hr_expense.product_product_no_cost
photographic_photocopy_microfilm_equipment_and_supplies,hr_expense.product_product_no_cost
computers_peripherals_and_software,hr_expense.product_product_no_cost
commercial_equipment,hr_expense.product_product_no_cost
medical_dental_ophthalmic_and_hospital_equipment_and_supplies,hr_expense.product_product_no_cost
metal_service_centers,hr_expense.product_product_no_cost
electrical_parts_and_equipment,hr_expense.product_product_no_cost
hardware_equipment_and_supplies,hr_expense.product_product_no_cost
plumbing_heating_equipment_and_supplies,hr_expense.product_product_no_cost
industrial_supplies,hr_expense.product_product_no_cost
precious_stones_and_metals_watches_and_jewelry,hr_expense.product_product_no_cost
durable_goods,hr_expense.product_product_no_cost
drugs_drug_proprietaries_and_druggist_sundries,hr_expense.product_product_no_cost
piece_goods_notions_and_other_dry_goods,hr_expense.product_product_no_cost
uniforms_commercial_clothing,hr_expense.product_product_no_cost
commercial_footwear,hr_expense.product_product_no_cost
chemicals_and_allied_products,hr_expense.product_product_no_cost
petroleum_and_petroleum_products,hr_expense.product_product_no_cost
books_periodicals_and_newspapers,hr_expense.product_product_no_cost
florists_supplies_nursery_stock_and_flowers,hr_expense.product_product_no_cost
paints_varnishes_and_supplies,hr_expense.product_product_no_cost
nondurable_goods,hr_expense.product_product_no_cost
home_supply_warehouse_stores,hr_expense.product_product_no_cost
lumber_building_materials_stores,hr_expense.product_product_no_cost
glass_paint_and_wallpaper_stores,hr_expense.product_product_no_cost
hardware_stores,hr_expense.product_product_no_cost
nurseries_lawn_and_garden_supply_stores,hr_expense.product_product_no_cost
marketplaces,hr_expense.product_product_no_cost
mobile_home_dealers,hr_expense.product_product_no_cost
wholesale_clubs,hr_expense.product_product_no_cost
duty_free_stores,hr_expense.expense_product_travel_accommodation
discount_stores,hr_expense.product_product_no_cost
department_stores,hr_expense.product_product_no_cost
variety_stores,hr_expense.product_product_no_cost
miscellaneous_general_merchandise,hr_expense.product_product_no_cost
grocery_stores_supermarkets,hr_expense.expense_product_meal
freezer_and_locker_meat_provisioners,hr_expense.expense_product_meal
candy_nut_and_confectionery_stores,hr_expense.expense_product_meal
dairy_products_stores,hr_expense.expense_product_meal
bakeries,hr_expense.expense_product_meal
miscellaneous_food_stores,hr_expense.expense_product_meal
car_and_truck_dealers_new_used,hr_expense.product_product_no_cost
car_and_truck_dealers_used_only,hr_expense.product_product_no_cost
auto_and_home_supply_stores,hr_expense.product_product_no_cost
automotive_tire_stores,hr_expense.product_product_no_cost
automotive_parts_and_accessories_stores,hr_expense.product_product_no_cost
service_stations,hr_expense.expense_product_travel_accommodation
automated_fuel_dispensers,hr_expense.expense_product_travel_accommodation
boat_dealers,hr_expense.product_product_no_cost
electric_vehicle_charging,hr_expense.product_product_no_cost
motorcycle_shops_dealers,hr_expense.product_product_no_cost
motorcycle_shops_and_dealers,hr_expense.product_product_no_cost
motor_homes_dealers,hr_expense.product_product_no_cost
snowmobile_dealers,hr_expense.product_product_no_cost
miscellaneous_auto_dealers,hr_expense.product_product_no_cost
mens_and_boys_clothing_and_accessories_stores,hr_expense.product_product_no_cost
womens_ready_to_wear_stores,hr_expense.product_product_no_cost
womens_accessory_and_specialty_shops,hr_expense.product_product_no_cost
childrens_and_infants_wear_stores,hr_expense.product_product_no_cost
family_clothing_stores,hr_expense.product_product_no_cost
sports_and_riding_apparel_stores,hr_expense.product_product_no_cost
shoe_stores,hr_expense.product_product_no_cost
furriers_and_fur_shops,hr_expense.product_product_no_cost
mens_womens_clothing_stores,hr_expense.product_product_no_cost
tailors_alterations,hr_expense.product_product_no_cost
wig_and_toupee_stores,hr_expense.product_product_no_cost
miscellaneous_apparel_and_accessory_shops,hr_expense.product_product_no_cost
furniture_home_furnishings_and_equipment_stores_except_appliances,hr_expense.product_product_no_cost
floor_covering_stores,hr_expense.product_product_no_cost
drapery_window_covering_and_upholstery_stores,hr_expense.product_product_no_cost
fireplace_fireplace_screens_and_accessories_stores,hr_expense.product_product_no_cost
miscellaneous_home_furnishing_specialty_stores,hr_expense.product_product_no_cost
household_appliance_stores,hr_expense.product_product_no_cost
electronics_stores,hr_expense.product_product_no_cost
music_stores_musical_instruments_pianos_and_sheet_music,hr_expense.product_product_no_cost
computer_software_stores,hr_expense.product_product_no_cost
record_stores,hr_expense.product_product_no_cost
caterers,hr_expense.expense_product_meal
eating_places_restaurants,hr_expense.expense_product_meal
drinking_places,hr_expense.expense_product_meal
fast_food_restaurants,hr_expense.expense_product_meal
digital_goods_media,hr_expense.product_product_no_cost
digital_goods_games,hr_expense.product_product_no_cost
digital_goods_applications,hr_expense.product_product_no_cost
digital_goods_large_volume,hr_expense.product_product_no_cost
drug_stores_and_pharmacies,hr_expense.product_product_no_cost
package_stores_beer_wine_and_liquor,hr_expense.expense_product_meal
used_merchandise_and_secondhand_stores,hr_expense.product_product_no_cost
antique_shops,hr_expense.product_product_no_cost
pawn_shops,hr_expense.product_product_no_cost
wrecking_and_salvage_yards,hr_expense.product_product_no_cost
antique_reproductions,hr_expense.product_product_no_cost
bicycle_shops,hr_expense.product_product_no_cost
sporting_goods_stores,hr_expense.product_product_no_cost
book_stores,hr_expense.product_product_no_cost
stationery_stores_office_and_school_supply_stores,hr_expense.product_product_no_cost
jewelry_stores_watches_clocks_and_silverware_stores,hr_expense.product_product_no_cost
hobby_toy_and_game_shops,hr_expense.product_product_no_cost
camera_and_photographic_supply_stores,hr_expense.product_product_no_cost
gift_card_novelty_and_souvenir_shops,hr_expense.product_product_no_cost
luggage_and_leather_goods_stores,hr_expense.product_product_no_cost
sewing_needlework_fabric_and_piece_goods_stores,hr_expense.product_product_no_cost
glassware_crystal_stores,hr_expense.product_product_no_cost
direct_marketing_insurance_services,hr_expense.product_product_no_cost
direct_marketing_travel,hr_expense.product_product_no_cost
door_to_door_sales,hr_expense.product_product_no_cost
direct_marketing_catalog_merchant,hr_expense.product_product_no_cost
direct_marketing_combination_catalog_and_retail_merchant,hr_expense.product_product_no_cost
direct_marketing_outbound_telemarketing,hr_expense.expense_product_communication
direct_marketing_inbound_telemarketing,hr_expense.expense_product_communication
direct_marketing_subscription,hr_expense.product_product_no_cost
direct_marketing_other,hr_expense.product_product_no_cost
artists_supply_and_craft_shops,hr_expense.product_product_no_cost
art_dealers_and_galleries,hr_expense.product_product_no_cost
stamp_and_coin_stores,hr_expense.product_product_no_cost
religious_goods_stores,hr_expense.product_product_no_cost
hearing_aids_sales_and_supplies,hr_expense.product_product_no_cost
orthopedic_goods_prosthetic_devices,hr_expense.product_product_no_cost
cosmetic_stores,hr_expense.product_product_no_cost
typewriter_stores,hr_expense.product_product_no_cost
fuel_dealers_non_automotive,hr_expense.product_product_no_cost
florists,hr_expense.product_product_no_cost
cigar_stores_and_stands,hr_expense.product_product_no_cost
news_dealers_and_newsstands,hr_expense.product_product_no_cost
pet_shops_pet_food_and_supplies,hr_expense.product_product_no_cost
swimming_pools_sales,hr_expense.product_product_no_cost
electric_razor_stores,hr_expense.product_product_no_cost
tent_and_awning_shops,hr_expense.product_product_no_cost
miscellaneous_specialty_retail,hr_expense.product_product_no_cost
financial_institutions,hr_expense.product_product_no_cost
non_fi_money_orders,hr_expense.product_product_no_cost
security_brokers_dealers,hr_expense.product_product_no_cost
insurance_underwriting_premiums,hr_expense.product_product_no_cost
real_estate_agents_and_managers_rentals,hr_expense.product_product_no_cost
non_fi_stored_value_card_purchase_load,hr_expense.product_product_no_cost
hotels_motels_and_resorts,hr_expense.product_product_no_cost
timeshares,hr_expense.product_product_no_cost
sporting_recreation_camps,hr_expense.product_product_no_cost
trailer_parks_campgrounds,hr_expense.product_product_no_cost
laundry_cleaning_services,hr_expense.product_product_no_cost
laundries,hr_expense.product_product_no_cost
dry_cleaners,hr_expense.product_product_no_cost
carpet_upholstery_cleaning,hr_expense.product_product_no_cost
photographic_studios,hr_expense.product_product_no_cost
barber_and_beauty_shops,hr_expense.product_product_no_cost
shoe_repair_hat_cleaning,hr_expense.product_product_no_cost
funeral_services_crematories,hr_expense.product_product_no_cost
tax_preparation_services,hr_expense.product_product_no_cost
counseling_services,hr_expense.product_product_no_cost
buying_shopping_services,hr_expense.product_product_no_cost
clothing_rental,hr_expense.product_product_no_cost
massage_parlors,hr_expense.product_product_no_cost
health_and_beauty_spas,hr_expense.product_product_no_cost
miscellaneous_general_services,hr_expense.product_product_no_cost
advertising_services,hr_expense.product_product_no_cost
credit_reporting_agencies,hr_expense.product_product_no_cost
commercial_photography_art_and_graphics,hr_expense.product_product_no_cost
quick_copy_repro_and_blueprint,hr_expense.product_product_no_cost
secretarial_support_services,hr_expense.product_product_no_cost
exterminating_services,hr_expense.product_product_no_cost
cleaning_and_maintenance,hr_expense.product_product_no_cost
employment_temp_agencies,hr_expense.product_product_no_cost
computer_programming,hr_expense.product_product_no_cost
information_retrieval_services,hr_expense.product_product_no_cost
computer_repair,hr_expense.product_product_no_cost
consulting_public_relations,hr_expense.product_product_no_cost
detective_agencies,hr_expense.product_product_no_cost
equipment_rental,hr_expense.product_product_no_cost
photo_developing,hr_expense.product_product_no_cost
miscellaneous_business_services,hr_expense.product_product_no_cost
truck_utility_trailer_rentals,hr_expense.product_product_no_cost
recreational_vehicle_rentals,hr_expense.product_product_no_cost
parking_lots_garages,hr_expense.product_product_no_cost
auto_body_repair_shops,hr_expense.product_product_no_cost
tire_retreading_and_repair,hr_expense.product_product_no_cost
auto_paint_shops,hr_expense.product_product_no_cost
auto_service_shops,hr_expense.product_product_no_cost
towing_services,hr_expense.product_product_no_cost
electronics_repair_shops,hr_expense.product_product_no_cost
ac_refrigeration_repair,hr_expense.product_product_no_cost
small_appliance_repair,hr_expense.product_product_no_cost
watch_jewelry_repair,hr_expense.product_product_no_cost
furniture_repairs_refinishing,hr_expense.product_product_no_cost
welding_repair,hr_expense.product_product_no_cost
government_owned_lotteries_us_region_only,hr_expense.product_product_no_cost
government_licensed_online_casinos_online_gambling_us_region_only,hr_expense.product_product_no_cost
government_licensed_horse_dog_racing_us_region_only,hr_expense.product_product_no_cost
picture_video_production,hr_expense.product_product_no_cost
motion_picture_theaters_cinema,hr_expense.product_product_no_cost
video_tape_rental_stores,hr_expense.product_product_no_cost
dance_hall_studios_schools,hr_expense.product_product_no_cost
theatrical_ticket_agencies,hr_expense.product_product_no_cost
bands_orchestras,hr_expense.product_product_no_cost
billiard_pool_establishments,hr_expense.product_product_no_cost
bowling_alleys,hr_expense.product_product_no_cost
sports_clubs_fields,hr_expense.product_product_no_cost
tourist_attractions_and_exhibits,hr_expense.product_product_no_cost
golf_courses_public,hr_expense.product_product_no_cost
video_amusement_game_supplies,hr_expense.product_product_no_cost
video_game_arcades,hr_expense.product_product_no_cost
betting_casino_gambling,hr_expense.product_product_no_cost
amusement_parks_carnivals,hr_expense.product_product_no_cost
country_clubs,hr_expense.product_product_no_cost
aquariums,hr_expense.product_product_no_cost
miscellaneous_recreation_services,hr_expense.product_product_no_cost
doctors,hr_expense.product_product_no_cost
dentists_orthodontists,hr_expense.product_product_no_cost
osteopaths,hr_expense.product_product_no_cost
chiropractors,hr_expense.product_product_no_cost
optometrists_ophthalmologist,hr_expense.product_product_no_cost
opticians_eyeglasses,hr_expense.product_product_no_cost
chiropodists_podiatrists,hr_expense.product_product_no_cost
nursing_personal_care,hr_expense.product_product_no_cost
hospitals,hr_expense.product_product_no_cost
medical_and_dental_labs,hr_expense.product_product_no_cost
medical_services,hr_expense.product_product_no_cost
legal_services_attorneys,hr_expense.product_product_no_cost
elementary_secondary_schools,hr_expense.product_product_no_cost
colleges_universities,hr_expense.product_product_no_cost
correspondence_schools,hr_expense.product_product_no_cost
business_secretarial_schools,hr_expense.product_product_no_cost
vocational_trade_schools,hr_expense.product_product_no_cost
educational_services,hr_expense.product_product_no_cost
child_care_services,hr_expense.product_product_no_cost
charitable_and_social_service_organizations_fundraising,hr_expense.product_product_no_cost
civic_social_fraternal_associations,hr_expense.product_product_no_cost
political_organizations,hr_expense.product_product_no_cost
religious_organizations,hr_expense.product_product_no_cost
automobile_associations,hr_expense.product_product_no_cost
membership_organizations,hr_expense.product_product_no_cost
testing_laboratories,hr_expense.product_product_no_cost
architectural_surveying_services,hr_expense.product_product_no_cost
accounting_bookkeeping_services,hr_expense.product_product_no_cost
professional_services,hr_expense.product_product_no_cost
court_costs,hr_expense.product_product_no_cost
fines_government_administrative_entities,hr_expense.product_product_no_cost
bail_and_bond_payments,hr_expense.product_product_no_cost
tax_payments_government_agencies,hr_expense.product_product_no_cost
government_services,hr_expense.product_product_no_cost
postal_services_government_only,hr_expense.product_product_no_cost
u_s_federal_government_agencies_or_departments,hr_expense.product_product_no_cost
government_owned_lotteries_non_us_region,hr_expense.product_product_no_cost
emergency_services_gcas_visa_use_only,hr_expense.product_product_no_cost
intra_company_purchases,hr_expense.product_product_no_cost
