"id","country_id:id","state_id:id","code","name","name@es_419"
"res_locality_mx_coa_03","base.mx","base.state_mx_coah","03","Matamoros","Matamoros"
"res_locality_mx_coa_04","base.mx","base.state_mx_coah","04","Monclova","Monclova"
"res_locality_mx_coa_05","base.mx","base.state_mx_coah","05","Parras de la Fuente","Parras de la Fuente"
"res_locality_mx_coa_06","base.mx","base.state_mx_coah","06","Piedras Negras","Piedras Negras"
"res_locality_mx_coa_07","base.mx","base.state_mx_coah","07","Sabinas","Sabinas"
"res_locality_mx_coa_08","base.mx","base.state_mx_coah","08","Saltillo","Saltillo"
"res_locality_mx_coa_09","base.mx","base.state_mx_coah","09","Nueva Rosita","Nueva Rosita"
"res_locality_mx_coa_10","base.mx","base.state_mx_coah","10","San Pedro","San Pedro"
"res_locality_mx_coa_11","base.mx","base.state_mx_coah","11","Torreón","Torreón"
"res_locality_mx_coa_12","base.mx","base.state_mx_coah","12","Castaños","Castaños"
"res_locality_mx_coa_13","base.mx","base.state_mx_coah","13","Francisco I. Madero (Chávez)","Francisco I. Madero (Chávez)"
"res_locality_mx_coa_14","base.mx","base.state_mx_coah","14","Cuatro Ciénegas de Carranza","Cuatro Ciénegas de Carranza"
"res_locality_mx_coa_15","base.mx","base.state_mx_coah","15","Nadadores","Nadadores"
"res_locality_mx_coa_16","base.mx","base.state_mx_coah","16","Ramos Arizpe","Ramos Arizpe"
"res_locality_mx_coa_17","base.mx","base.state_mx_coah","17","Nava","Nava"
"res_locality_mx_coa_18","base.mx","base.state_mx_coah","18","Zaragoza","Zaragoza"
"res_locality_mx_coa_19","base.mx","base.state_mx_coah","19","San Buenaventura","San Buenaventura"
"res_locality_mx_coa_20","base.mx","base.state_mx_coah","20","Ciudad Melchor Múzquiz","Ciudad Melchor Múzquiz"
"res_locality_mx_coa_21","base.mx","base.state_mx_coah","21","Viesca","Viesca"
"res_locality_mx_coa_22","base.mx","base.state_mx_coah","22","Morelos","Morelos"
"res_locality_mx_coa_23","base.mx","base.state_mx_coah","23","Arteaga","Arteaga"
"res_locality_mx_coa_24","base.mx","base.state_mx_coah","24","Allende","Allende"
"res_locality_mx_gro_03","base.mx","base.state_mx_gro","03","Iguala de la Independencia","Iguala de la Independencia"
"res_locality_mx_gro_04","base.mx","base.state_mx_gro","04","Taxco de Alarcón","Taxco de Alarcón"
"res_locality_mx_gro_05","base.mx","base.state_mx_gro","05","Arcelia","Arcelia"
"res_locality_mx_gro_06","base.mx","base.state_mx_gro","06","Ayutla de los Libres","Ayutla de los Libres"
"res_locality_mx_gro_07","base.mx","base.state_mx_gro","07","Atoyac de Álvarez","Atoyac de Álvarez"
"res_locality_mx_gro_09","base.mx","base.state_mx_gro","09","San Jerónimo de Juárez","San Jerónimo de Juárez"
"res_locality_mx_gro_10","base.mx","base.state_mx_gro","10","Ciudad Apaxtla de Castrejón","Ciudad Apaxtla de Castrejón"
"res_locality_mx_gro_11","base.mx","base.state_mx_gro","11","Ciudad Altamirano","Ciudad Altamirano"
"res_locality_mx_gro_12","base.mx","base.state_mx_gro","12","Buenavista de Cuellar","Buenavista de Cuéllar"
"res_locality_mx_gro_13","base.mx","base.state_mx_gro","13","Cutzamala de Pinzón","Cutzamala de Pinzón"
"res_locality_mx_gro_14","base.mx","base.state_mx_gro","14","Coyuca de Catalán","Coyuca de Catalán"
"res_locality_mx_gro_15","base.mx","base.state_mx_gro","15","Tierra Colorada","Tierra Colorada"
"res_locality_mx_gro_16","base.mx","base.state_mx_gro","16","Coyuca de Benítez","Coyuca de Benítez"
"res_locality_mx_gro_17","base.mx","base.state_mx_gro","17","Olinalá","Olinalá"
"res_locality_mx_gro_18","base.mx","base.state_mx_gro","18","Marquelia","Marquelia"
"res_locality_mx_gro_19","base.mx","base.state_mx_gro","19","Zumpango del Río","Zumpango del Río"
"res_locality_mx_gro_20","base.mx","base.state_mx_gro","20","San Luis de la Loma","San Luis de la Loma"
"res_locality_mx_gro_21","base.mx","base.state_mx_gro","21","Petatlán","Petatlán"
"res_locality_mx_gro_22","base.mx","base.state_mx_gro","22","La Unión","La Unión"
"res_locality_mx_gro_23","base.mx","base.state_mx_gro","23","San Luis San Pedro","San Luis San Pedro"
"res_locality_mx_gro_24","base.mx","base.state_mx_gro","24","Teloloapan","Teloloapan"
"res_locality_mx_gro_25","base.mx","base.state_mx_gro","25","Técpan de Galeana","Técpan de Galeana"
"res_locality_mx_gro_26","base.mx","base.state_mx_gro","26","Huitzuco","Huitzuco"
"res_locality_mx_gro_27","base.mx","base.state_mx_gro","27","Tixtla de Guerrero","Tixtla de Guerrero"
"res_locality_mx_gro_28","base.mx","base.state_mx_gro","28","Tepecoacuilco de Trujano","Tepecoacuilco de Trujano"
"res_locality_mx_gro_29","base.mx","base.state_mx_gro","29","San Marcos","San Marcos"
"res_locality_mx_gro_30","base.mx","base.state_mx_gro","30","Azoyú","Azoyú"
"res_locality_mx_gro_31","base.mx","base.state_mx_gro","31","Tlapehuala","Tlapehuala"
"res_locality_mx_gro_32","base.mx","base.state_mx_gro","32","San Luis Acatlán","San Luis Acatlán"
"res_locality_mx_gro_33","base.mx","base.state_mx_gro","33","Chilapa de Álvarez","Chilapa de Álvarez"
"res_locality_mx_gro_34","base.mx","base.state_mx_gro","34","Tlapa de Comonfort","Tlapa de Comonfort"
"res_locality_mx_gro_35","base.mx","base.state_mx_gro","35","Tlalixtaquilla","Tlalixtaquilla"
"res_locality_mx_gro_36","base.mx","base.state_mx_gro","36","Cuajinicuilapa","Cuajinicuilapa"
"res_locality_mx_gro_37","base.mx","base.state_mx_gro","37","Huamuxtitlan","Huamuxtitlan"
"res_locality_mx_gro_38","base.mx","base.state_mx_gro","38","Cruz Grande","Cruz Grande"
"res_locality_mx_gro_39","base.mx","base.state_mx_gro","39","Ocotito","Ocotito"
"res_locality_mx_gro_40","base.mx","base.state_mx_gro","40","Copala","Copala"
"res_locality_mx_gro_41","base.mx","base.state_mx_gro","41","Zihuatanejo","Zihuatanejo"
"res_locality_mx_hid_03","base.mx","base.state_mx_hgo","03","Pachuca de Soto","Pachuca de Soto"
"res_locality_mx_hid_04","base.mx","base.state_mx_hgo","04","Cd. de Fray Bernardino de Sahagún","Cd. de Fray Bernardino de Sahagún"
"res_locality_mx_hid_05","base.mx","base.state_mx_hgo","05","Tula de Allende","Tula de Allende"
"res_locality_mx_hid_06","base.mx","base.state_mx_hgo","06","Tulancingo","Tulancingo"
"res_locality_mx_hid_07","base.mx","base.state_mx_hgo","07","Zimapan","Zimapán"
"res_locality_mx_hid_08","base.mx","base.state_mx_hgo","08","Huejutla de Reyes","Huejutla de Reyes"
"res_locality_mx_hid_09","base.mx","base.state_mx_hgo","09","Tlaxcoapan","Tlaxcoapan"
"res_locality_mx_hid_10","base.mx","base.state_mx_hgo","10","Tizayuca","Tizayuca"
"res_locality_mx_hid_11","base.mx","base.state_mx_hgo","11","Santiago Tulantepec","Santiago Tulantepec"
"res_locality_mx_hid_12","base.mx","base.state_mx_hgo","12","Ixmiquilpan","Ixmiquilpan"
"res_locality_mx_hid_13","base.mx","base.state_mx_hgo","13","Tepeji del Rio","Tepeji del Rio"
"res_locality_mx_hid_14","base.mx","base.state_mx_hgo","14","Cruz Azul","Cruz Azul"
"res_locality_mx_hid_15","base.mx","base.state_mx_hgo","15","Tepeapulco","Tepeapulco"
"res_locality_mx_jal_03","base.mx","base.state_mx_jal","03","Guadalajara","Guadalajara"
"res_locality_mx_jal_04","base.mx","base.state_mx_jal","04","Lagos de Moreno","Lagos de Moreno"
"res_locality_mx_jal_05","base.mx","base.state_mx_jal","05","Ocotlán","Ocotlán"
"res_locality_mx_jal_06","base.mx","base.state_mx_jal","06","Puerto Vallarta","Puerto Vallarta"
"res_locality_mx_jal_07","base.mx","base.state_mx_jal","07","San Juan de los Lagos","San Juan de los Lagos"
"res_locality_mx_jal_08","base.mx","base.state_mx_jal","08","Tepatitlán de Morelos","Tepatitlán de Morelos"
"res_locality_mx_jal_09","base.mx","base.state_mx_jal","09","Tlaquepaque","Tlaquepaque"
"res_locality_mx_jal_10","base.mx","base.state_mx_jal","10","Zapopan","Zapopan"
"res_locality_mx_jal_11","base.mx","base.state_mx_jal","11","Tlajomulco de Zúñiga","Tlajomulco de Zúñiga"
"res_locality_mx_jal_12","base.mx","base.state_mx_jal","12","Tonalá","Tonalá"
"res_locality_mx_jal_13","base.mx","base.state_mx_jal","13","Tuxpan","Tuxpan"
"res_locality_mx_jal_14","base.mx","base.state_mx_jal","14","Tototlán","Tototlán"
"res_locality_mx_jal_15","base.mx","base.state_mx_jal","15","San Diego de Alejandría","San Diego de Alejandría"
"res_locality_mx_jal_16","base.mx","base.state_mx_jal","16","La Resolana","La Resolana"
"res_locality_mx_jal_17","base.mx","base.state_mx_jal","17","Atotonilco el Alto","Atotonilco el Alto"
"res_locality_mx_jal_18","base.mx","base.state_mx_jal","18","Jalostotitlán","Jalostotitlán"
"res_locality_mx_jal_19","base.mx","base.state_mx_jal","19","Poncitlán","Poncitlán"
"res_locality_mx_jal_20","base.mx","base.state_mx_jal","20","Arandas","Arandas"
"res_locality_mx_jal_21","base.mx","base.state_mx_jal","21","Talpa de Allende","Talpa de Allende"
"res_locality_mx_jal_22","base.mx","base.state_mx_jal","22","Etzatlán","Etzatlán"
"res_locality_mx_jal_23","base.mx","base.state_mx_jal","23","Sayula","Sayula"
"res_locality_mx_jal_24","base.mx","base.state_mx_jal","24","Ahualulco de Mercado","Ahualulco de Mercado"
"res_locality_mx_jal_25","base.mx","base.state_mx_jal","25","Autlán de Navarro","Autlán de Navarro"
"res_locality_mx_jal_26","base.mx","base.state_mx_jal","26","Magdalena","Magdalena"
"res_locality_mx_jal_27","base.mx","base.state_mx_jal","27","San Julián","San Julián"
"res_locality_mx_jal_28","base.mx","base.state_mx_jal","28","Cocula","Cocula"
"res_locality_mx_jal_29","base.mx","base.state_mx_jal","29","El Grullo","El Grullo"
"res_locality_mx_jal_30","base.mx","base.state_mx_jal","30","San Miguel el Alto","San Miguel el Alto"
"res_locality_mx_jal_31","base.mx","base.state_mx_jal","31","Tala","Tala"
"res_locality_mx_jal_32","base.mx","base.state_mx_jal","32","La Barca","La Barca"
"res_locality_mx_jal_33","base.mx","base.state_mx_jal","33","Jamay","Jamay"
"res_locality_mx_jal_34","base.mx","base.state_mx_jal","34","Yahualica de González Gallo","Yahualica de González Gallo"
"res_locality_mx_jal_35","base.mx","base.state_mx_jal","35","Colotlán","Colotlán"
"res_locality_mx_jal_36","base.mx","base.state_mx_jal","36","Cihuatlán","Cihuatlán"
"res_locality_mx_jal_37","base.mx","base.state_mx_jal","37","Zapotiltic","Zapotiltic"
"res_locality_mx_jal_38","base.mx","base.state_mx_jal","38","Villa Corona","Villa Corona"
"res_locality_mx_jal_39","base.mx","base.state_mx_jal","39","Teocaltiche","Teocaltiche"
"res_locality_mx_jal_41","base.mx","base.state_mx_jal","41","Tequila","Tequila"
"res_locality_mx_jal_42","base.mx","base.state_mx_jal","42","El Quince (San José el Quince)","El Quince (San José el Quince)"
"res_locality_mx_jal_43","base.mx","base.state_mx_jal","43","San José el Verde (El Verde)","San José el Verde (El Verde)"
"res_locality_mx_jal_44","base.mx","base.state_mx_jal","44","Jocotepec","Jocotepec"
"res_locality_mx_jal_45","base.mx","base.state_mx_jal","45","Tecalitlán","Tecalitlán"
"res_locality_mx_jal_46","base.mx","base.state_mx_jal","46","Chapala","Chapala"
"res_locality_mx_jal_47","base.mx","base.state_mx_jal","47","Ajijic","Ajijic"
"res_locality_mx_jal_48","base.mx","base.state_mx_jal","48","San Ignacio Cerro Gordo","San Ignacio Cerro Gordo"
"res_locality_mx_jal_49","base.mx","base.state_mx_jal","49","Zacoalco de Torres","Zacoalco de Torres"
"res_locality_mx_jal_50","base.mx","base.state_mx_jal","50","Huejuquilla el Alto","Huejuquilla el Alto"
"res_locality_mx_jal_51","base.mx","base.state_mx_jal","51","Villa Hidalgo","Villa Hidalgo"
"res_locality_mx_jal_52","base.mx","base.state_mx_jal","52","Unión de San Antonio","Unión de San Antonio"
"res_locality_mx_jal_53","base.mx","base.state_mx_jal","53","Las Pintitas","Las Pintitas"
"res_locality_mx_jal_54","base.mx","base.state_mx_jal","54","Tamazula de Gordiano","Tamazula de Gordiano"
"res_locality_mx_jal_55","base.mx","base.state_mx_jal","55","Acatlán de Juárez","Acatlán de Juárez"
"res_locality_mx_jal_56","base.mx","base.state_mx_jal","56","Valle de Guadalupe","Valle de Guadalupe"
"res_locality_mx_mor_02","base.mx","base.state_mx_mor","02","Cuernavaca","Cuernavaca"
"res_locality_mx_mor_03","base.mx","base.state_mx_mor","03","Galeana","Galeana"
"res_locality_mx_mor_04","base.mx","base.state_mx_mor","04","Jojutla","Jojutla"
"res_locality_mx_mor_05","base.mx","base.state_mx_mor","05","Puente de Ixtla","Puente de Ixtla"
"res_locality_mx_mor_06","base.mx","base.state_mx_mor","06","Santa Rosa Treinta","Santa Rosa Treinta"
"res_locality_mx_mor_07","base.mx","base.state_mx_mor","07","Zacatepec de Hidalgo","Zacatepec de Hidalgo"
"res_locality_mx_mor_08","base.mx","base.state_mx_mor","08","Tlaquiltenango","Tlaquiltenango"
"res_locality_mx_nle_03","base.mx","base.state_mx_nl","03","Ciudad General Escobedo","Ciudad General Escobedo"
"res_locality_mx_nle_04","base.mx","base.state_mx_nl","04","Guadalupe","Guadalupe"
"res_locality_mx_nle_05","base.mx","base.state_mx_nl","05","Linares","Linares"
"res_locality_mx_nle_06","base.mx","base.state_mx_nl","06","Montemorelos","Montemorelos"
"res_locality_mx_nle_07","base.mx","base.state_mx_nl","07","Monterrey","Monterrey"
"res_locality_mx_nle_08","base.mx","base.state_mx_nl","08","Ciudad Sabinas Hidalgo","Ciudad Sabinas Hidalgo"
"res_locality_mx_nle_09","base.mx","base.state_mx_nl","09","San Nicolás de los Garza","San Nicolás de los Garza"
"res_locality_mx_nle_10","base.mx","base.state_mx_nl","10","Ciudad Santa Catarina","Ciudad Santa Catarina"
"res_locality_mx_nle_11","base.mx","base.state_mx_nl","11","Doctor Arroyo","Doctor Arroyo"
"res_locality_mx_nle_12","base.mx","base.state_mx_nl","12","Ciénega de Flores","Ciénega de Flores"
"res_locality_mx_nle_13","base.mx","base.state_mx_nl","13","Hualahuises","Hualahuises"
"res_locality_mx_nle_15","base.mx","base.state_mx_nl","15","Cadereyta Jiménez","Cadereyta Jiménez"
"res_locality_mx_nle_17","base.mx","base.state_mx_nl","17","Santiago","Santiago"
"res_locality_mx_nle_18","base.mx","base.state_mx_nl","18","El cercado","El cercado"
"res_locality_mx_nle_20","base.mx","base.state_mx_nl","20","Anáhuac","Anáhuac"
"res_locality_mx_nle_21","base.mx","base.state_mx_nl","21","García","García"
"res_locality_mx_nle_22","base.mx","base.state_mx_nl","22","Ciudad Benito Juárez","Ciudad Benito Juárez"
"res_locality_mx_oax_03","base.mx","base.state_mx_oax","03","Salina Cruz","Salina Cruz"
"res_locality_mx_oax_04","base.mx","base.state_mx_oax","04","San Juan Bautista Tuxtepec","San Juan Bautista Tuxtepec"
"res_locality_mx_oax_05","base.mx","base.state_mx_oax","05","Matías Romero Avendaño","Matías Romero Avendaño"
"res_locality_mx_oax_06","base.mx","base.state_mx_oax","06","Heroica Ciudad de Huajuapan de León","Heroica Ciudad de Huajuapan de León"
"res_locality_mx_oax_07","base.mx","base.state_mx_oax","07","Loma Bonita","Loma Bonita"
"res_locality_mx_oax_08","base.mx","base.state_mx_oax","08","Puerto Escondido","Puerto Escondido"
"res_locality_mx_oax_09","base.mx","base.state_mx_oax","09","Río Grande o Piedra Parada","Río Grande o Piedra Parada"
"res_locality_mx_oax_11","base.mx","base.state_mx_oax","11","Santiago Suchilquitongo","Santiago Suchilquitongo"
"res_locality_mx_oax_12","base.mx","base.state_mx_oax","12","San Felipe Jalapa de Díaz","San Felipe Jalapa de Díaz"
"res_locality_mx_oax_13","base.mx","base.state_mx_oax","13","Bahias de Huatulco","Bahías de Huatulco"
"res_locality_mx_oax_14","base.mx","base.state_mx_oax","14","Putla Villa de Guerrero","Putla Villa de Guerrero"
"res_locality_mx_oax_15","base.mx","base.state_mx_oax","15","Cosolapa","Cosolapa"
"res_locality_mx_oax_16","base.mx","base.state_mx_oax","16","Tlacolula de Matamoros","Tlacolula de Matamoros"
"res_locality_mx_oax_17","base.mx","base.state_mx_oax","17","San Pablo Villa de Mitla","San Pablo Villa de Mitla"
"res_locality_mx_oax_18","base.mx","base.state_mx_oax","18","Natividad","Natividad"
"res_locality_mx_oax_19","base.mx","base.state_mx_oax","19","Teotitlán de Flores Magón","Teotitlán de Flores Magón"
"res_locality_mx_oax_20","base.mx","base.state_mx_oax","20","Santa María Huatulco","Santa María Huatulco"
"res_locality_mx_oax_21","base.mx","base.state_mx_oax","21","San Juan Bautista Cuicatlán","San Juan Bautista Cuicatlán"
"res_locality_mx_oax_22","base.mx","base.state_mx_oax","22","Villa Sola de Vega","Villa Sola de Vega"
"res_locality_mx_oax_23","base.mx","base.state_mx_oax","23","Ocotlán de Morelos","Ocotlán de Morelos"
"res_locality_mx_oax_24","base.mx","base.state_mx_oax","24","Villa de Zaachila","Villa de Zaachila"
"res_locality_mx_oax_25","base.mx","base.state_mx_oax","25","Miahuatlán de Porfirio Díaz","Miahuatlán de Porfirio Díaz"
"res_locality_mx_oax_26","base.mx","base.state_mx_oax","26","Unión Hidalgo","Unión Hidalgo"
"res_locality_mx_oax_27","base.mx","base.state_mx_oax","27","El Camarón","El Camarón"
"res_locality_mx_oax_28","base.mx","base.state_mx_oax","28","San Pedro Mixtepec -Dto. 22-","San Pedro Mixtepec -Dto. 22 -"
"res_locality_mx_oax_29","base.mx","base.state_mx_oax","29","Santa Cruz Itundujia","Santa Cruz Itundujia"
"res_locality_mx_oax_30","base.mx","base.state_mx_oax","30","Chahuites","Chahuites"
"res_locality_mx_oax_31","base.mx","base.state_mx_oax","31","Heroica Ciudad de Ejutla de Crespo","Heroica Ciudad de Ejutla de Crespo"
"res_locality_mx_oax_32","base.mx","base.state_mx_oax","32","San Pedro Tapanatepec","San Pedro Tapanatepec"
"res_locality_mx_oax_33","base.mx","base.state_mx_oax","33","Vicente Camalote","Vicente Camalote"
"res_locality_mx_oax_34","base.mx","base.state_mx_oax","34","Villa de Tamazulápam del Progreso","Villa de Tamazulápam del Progreso"
"res_locality_mx_oax_35","base.mx","base.state_mx_oax","35","San Juan Bautista lo de Soto","San Juan Bautista lo de Soto"
"res_locality_mx_oax_36","base.mx","base.state_mx_oax","36","San Juan Cacahuatepec","San Juan Cacahuatepec"
"res_locality_mx_oax_37","base.mx","base.state_mx_oax","37","San Pedro Totolapa","San Pedro Totolapa"
"res_locality_mx_oax_38","base.mx","base.state_mx_oax","38","San Miguel el Grande","San Miguel el Grande"
"res_locality_mx_oax_39","base.mx","base.state_mx_oax","39","Zimatlán de Álvarez","Zimatlán de Álvarez"
"res_locality_mx_oax_40","base.mx","base.state_mx_oax","40","San Pablo Huitzo","San Pablo Huitzo"
"res_locality_mx_oax_41","base.mx","base.state_mx_oax","41","San Francisco Telixtlahuaca","San Francisco Telixtlahuaca"
"res_locality_mx_oax_42","base.mx","base.state_mx_oax","42","Mariscala de Juárez","Mariscala de Juárez"
"res_locality_mx_oax_43","base.mx","base.state_mx_oax","43","Santiago Pinotepa Nacional","Santiago Pinotepa Nacional"
"res_locality_mx_oax_44","base.mx","base.state_mx_oax","44","Santiago Jamiltepec","Santiago Jamiltepec"
"res_locality_mx_oax_45","base.mx","base.state_mx_oax","45","San Pedro Pochutla","San Pedro Pochutla"
"res_locality_mx_oax_46","base.mx","base.state_mx_oax","46","Heroica Ciudad de Tlaxiaco","Heroica Ciudad de Tlaxiaco"
"res_locality_mx_oax_47","base.mx","base.state_mx_oax","47","San Juan Bautista Valle Nacional","San Juan Bautista Valle Nacional"
"res_locality_mx_oax_48","base.mx","base.state_mx_oax","48","Lagunas","Lagunas"
"res_locality_mx_oax_49","base.mx","base.state_mx_oax","49","Ciudad Ixtepec","Ciudad Ixtepec"
"res_locality_mx_oax_50","base.mx","base.state_mx_oax","50","Santiago Juxtlahuaca","Santiago Juxtlahuaca"
"res_locality_mx_oax_51","base.mx","base.state_mx_oax","51","San Sebastián Tecomaxtlahuaca","San Sebastián Tecomaxtlahuaca"
"res_locality_mx_oax_52","base.mx","base.state_mx_oax","52","Asunción Nochixtlán","Asunción Nochixtlán"
"res_locality_mx_oax_53","base.mx","base.state_mx_oax","53","San Francisco Ixhuatán","San Francisco Ixhuatán"
"res_locality_mx_oax_54","base.mx","base.state_mx_oax","54","San Blas Atempa","San Blas Atempa"
"res_locality_mx_oax_55","base.mx","base.state_mx_oax","55","Santo Domingo Tehuantepec","Santo Domingo Tehuantepec"
"res_locality_mx_oax_56","base.mx","base.state_mx_oax","56","Cuilápam de Guerrero","Cuilápam de Guerrero"
"res_locality_mx_oax_57","base.mx","base.state_mx_oax","57","El Rosario","El Rosario"
"res_locality_mx_oax_58","base.mx","base.state_mx_oax","58","Santa Lucia del Camino","Santa Lucía del Camino"
"res_locality_mx_oax_59","base.mx","base.state_mx_oax","59","San Antonio de la Cal","San Antonio de la Cal"
"res_locality_mx_pue_03","base.mx","base.state_mx_pue","03","Puebla (Heroica Puebla)","Puebla (Heroica Puebla)"
"res_locality_mx_pue_04","base.mx","base.state_mx_pue","04","San Martín Texmelucan de Labastida","San Martín Texmelucan de Labastida"
"res_locality_mx_pue_05","base.mx","base.state_mx_pue","05","Tehuacan","Tehuacan"
"res_locality_mx_pue_06","base.mx","base.state_mx_pue","06","Teziutlan","Teziutlan"
"res_locality_mx_pue_07","base.mx","base.state_mx_pue","07","San Andrés Cholula","San Andrés Cholula"
"res_locality_mx_pue_08","base.mx","base.state_mx_pue","08","San Pedro Cholula","San Pedro Cholula"
"res_locality_mx_pue_09","base.mx","base.state_mx_pue","09","Huauchinango","Huauchinango"
"res_locality_mx_pue_10","base.mx","base.state_mx_pue","10","Acatlán de Osorio","Acatlán de Osorio"
"res_locality_mx_pue_11","base.mx","base.state_mx_pue","11","Cuautlancingo","Cuautlancingo"
"res_locality_mx_pue_12","base.mx","base.state_mx_pue","12","Tepeaca","Tepeaca"
"res_locality_mx_pue_13","base.mx","base.state_mx_pue","13","Tecamachalco","Tecamachalco"
